CPC3-code,CPC3-title,CPC3-title-ZH,ilcd_code,ilcd_category
03132,Fuel wood of non-coniferous wood,非针叶树木柴,6.12,Materials production: Wood
032,Non-wood forest products,非木材林产品,6.1,Materials production: Raw materials
0321,"Natural gums and resins, gums-resins and oleoresins",天然树胶和树脂，树脂胶和树脂油,6.1,Materials production: Raw materials
03211,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",巴拉塔树胶、杜仲胶、银菊胶、糖胶树胶和类似天然树胶，初级形式或板状、片状或条状,6.1,Materials production: Raw materials
03219,"Lac, resins, balsams, natural gums and other resins n.e.c.",虫胶、树脂、香脂、天然树胶及其他未分类树脂,6.1,Materials production: Raw materials
0322,"Natural cork, raw or simply prepared",未加工的或经简单加工的天然软木,6.12,Materials production: Wood
03220,"Natural cork, raw or simply prepared",未加工的或经简单加工的天然软木,6.12,Materials production: Wood
0323,Other wild edible products,其他野生食用产品,6.11,Materials production: Food and renewable raw materials
03231,Wild edible nuts,野生食用坚果,6.11,Materials production: Food and renewable raw materials
03232,Wild edible mushrooms,野生食用菌,6.11,Materials production: Food and renewable raw materials
03233,Wild edible truffles,野生可食用松露,6.11,Materials production: Food and renewable raw materials
03234,Wild edible berries,野生可食用浆果,6.11,Materials production: Food and renewable raw materials
03239,Other wild edible products n.e.c,其他野生食用产品,6.11,Materials production: Food and renewable raw materials
0324,"Parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes",植物无花或花蕾的部分，以及草、苔藓和地衣，适于观赏,6.11,Materials production: Food and renewable raw materials
03241,Christmas trees,圣诞树,6.11,Materials production: Food and renewable raw materials
03249,"Other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes",植物的其他部分（无花或花蕾），以及草、苔藓和地衣，适用于观赏目的,6.11,Materials production: Food and renewable raw materials
0325,Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.,主要用于编织、填充或衬垫的植物材料；主要用于染色或鞣制的植物原料；未另列明的植物产品。,6.11,Materials production: Food and renewable raw materials
03250,Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.,主要用于编织、填充或衬垫的植物材料；主要用于染色或鞣制的植物原料；未另列明的植物产品。,6.11,Materials production: Food and renewable raw materials
04,"Fish, crustaceans, molluscs and other aquatic invertebrates products",鱼类和其他水产品,6.11,Materials production: Food and renewable raw materials
041,"Fish, live, not for human consumption",活鱼，非供人类食用,6.11,Materials production: Food and renewable raw materials
0411,Ornamental fish,观赏鱼,6.11,Materials production: Food and renewable raw materials
04111,Wild ornamental fish,野生观赏鱼,6.11,Materials production: Food and renewable raw materials
04112,Farmed ornamental fish,养殖观赏鱼,6.11,Materials production: Food and renewable raw materials
0419,"Other live fish, not for human consumption, including seeds and feeds for aquaculture",其他非供人类食用的活鱼，包括用于水产养殖的苗种和饲料,6.1,Materials production: Agricultural production means
04191,"Other wild live fish, not for human consumption, including seeds and feeds for aquaculture",其他非供人类食用的野生活鱼，包括用于水产养殖的鱼种和饲料,6.1,Materials production: Agricultural production means
04192,"Other farmed live fish, not for human consumption, including seeds and feeds for aquaculture",其他养殖活鱼，非供人类食用，包括水产养殖用苗种和饲料,6.1,Materials production: Agricultural production means
042,"Fish live, fresh or chilled for human consumption",供人食用的活鱼、鲜鱼或冷藏鱼,6.11,Materials production: Food and renewable raw materials
0421,"Freshwater fish, live, fresh or chilled",淡水鱼，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04211,"Wild freshwater fish, live, fresh or chilled",野生淡水鱼，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04212,"Farmed freshwater fish, live, fresh or chilled",养殖淡水鱼，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0422,"Salmonidae, live, fresh or chilled",鲑科鱼类，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04221,"Wild salmonidae, live, fresh or chilled",野生鲑科鱼类，活体，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04222,"Farmed salmonidae, live, fresh or chilled",养殖鲑科鱼类，活体，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
0423,"Flatfish, live, fresh or chilled",比目鱼，活，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04231,"Wild flatfish, live, fresh or chilled",野生比目鱼，活，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04232,"Farmed flatfish, live, fresh or chilled",养殖的比目鱼，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0424,"Fish of Gadiformes, live, fresh or chilled",鳕形目鱼类，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04241,"Wild fish of Gadiformes, live, fresh or chilled",野生鳕形目鱼类，鲜活或冷藏,6.11,Materials production: Food and renewable raw materials
04242,"Farmed fish of Gadiformes, live, fresh or chilled",鳕形目养殖鱼类，活体，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
0425,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",金枪鱼，鲣鱼或条纹鲣，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04251,"Wild tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",野生金枪鱼，鲣鱼或条纹鲣，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04252,"Farmed tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",养殖的金枪鱼、鲣鱼或条纹鲣，活的、新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0426,"Other pelagic fish (excluding tunas, skipjack, or stripe-bellied bonito), live, fresh or chilled",其他中上层鱼类，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04261,"Other wild pelagic fish (excluding tunas, skipjack, or stripe-bellied bonito), live, fresh or chilled",其他野生中上层鱼类，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04262,"Other farmed pelagic fish (excluding tunas, skipjack, or stripe-bellied bonito), live, fresh or chilled",其他养殖的中上层鱼类，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0429,"Other fish, live, fresh or chilled",其他活鱼，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04291,"Other wild fish, live, fresh or chilled",其他野生活鱼，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04292,"Other farmed fish, live, fresh or chilled",其他养殖鱼类，鲜活或冷藏,6.11,Materials production: Food and renewable raw materials
043,"Crustaceans, live, fresh or chilled",甲壳类动物，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0431,"Crabs, live, fresh or chilled",活蟹，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04311,"Wild crabs, live, fresh or chilled",野生螃蟹，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04312,"Farmed crabs, live, fresh or chilled",养殖螃蟹，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0432,"Rock lobster and other sea crawfish, live, fresh or chilled",岩龙虾和其他海螯虾，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04321,"Wild rock lobster and other sea crawfish, live, fresh or chilled",野生岩龙虾和其他海螯虾，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04322,"Farmed rock lobster and other sea crawfish, live, fresh or chilled",养殖岩龙虾和其他海螯虾，活的，新鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0433,"Lobsters (Homarus spp.), live, fresh or chilled",龙虾（真龙虾属 Homarus spp.），活的，鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04331,"Wild lobsters (Homarus spp.), live, fresh or chilled",野生龙虾（真龙虾属 Homarus spp.），活的，鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
04332,"Farmed lobsters (Homarus spp.), live, fresh or chilled",养殖龙虾（真龙虾属 Homarus spp.），活的，鲜的或冷藏的,6.11,Materials production: Food and renewable raw materials
0434,"Norway lobsters, live, fresh or chilled",挪威龙虾，活，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
04341,"Wild Norway lobsters, live, fresh or chilled",野生挪威龙虾，活，新鲜或冷藏,6.11,Materials production: Food and renewable raw materials
